InvoiceID,RentTime,TotalPrice,PaymentMethod,CreateTime,Status,BookingID,DiscountID,CourtID,CID
INV00381,2024-07-06 17:00:00,115000,Tiền mặt,2024-07-06 17:00:00,Đã thanh toán,BKG00588,DSC007,CRT0082,EMP0081
INV00382,2024-05-31 14:00:00,425000,Tiền mặt,2024-05-31 14:00:00,Đã thanh toán,BKG01272,,CRT0108,EMP0144
INV00383,2024-03-12 18:00:00,494000,Thẻ Visa/Master,2024-03-12 18:00:00,Đã thanh toán,BKG00394,DSC038,CRT0047,EMP0059
INV00384,2024-01-21 19:00:00,1135000,MoMo,2024-01-21 19:00:00,Đã thanh toán,BKG00986,,CRT0046,EMP0118
INV00385,2024-05-02 09:00:00,724000,Tiền mặt,2024-05-02 09:00:00,Hủy,BKG01104,DSC004,CRT0098,EMP0085
INV00386,2024-04-18 20:00:00,323000,Chuyển khoản ngân hàng,2024-04-18 20:00:00,Đã thanh toán,BKG00121,,CRT0028,EMP0111
INV00387,2024-11-23 18:00:00,436000,Tiền mặt,2024-11-23 18:00:00,Đang xử lý,BKG00564,,CRT0017,EMP0039
INV00388,2024-05-12 20:00:00,454000,Tiền mặt,2024-05-12 20:00:00,Đã thanh toán,BKG00090,,CRT0087,EMP0026
INV00389,2024-04-16 19:00:00,954000,Chuyển khoản ngân hàng,2024-04-16 19:00:00,Đã thanh toán,BKG00297,DSC022,CRT0097,EMP0095
INV00390,2024-03-05 17:00:00,357000,Chuyển khoản ngân hàng,2024-03-05 17:00:00,Đã thanh toán,BKG01169,,CRT0023,EMP0087
INV00391,2024-09-06 20:00:00,419000,Tiền mặt,2024-09-06 20:00:00,Đã thanh toán,BKG00661,,CRT0103,EMP0121
INV00392,2024-10-18 18:00:00,93000,Tiền mặt,2024-10-18 18:00:00,Đã thanh toán,BKG00001,,CRT0017,EMP0138
INV00393,2024-05-03 17:00:00,960000,Thẻ Visa/Master,2024-05-03 17:00:00,Đã thanh toán,BKG00410,,CRT0010,EMP0121
INV00394,2024-10-26 18:00:00,1333000,Tiền mặt,2024-10-26 18:00:00,Chưa thanh toán,BKG01187,,CRT0106,EMP0140
INV00395,2024-02-09 20:00:00,853000,Tiền mặt,2024-02-09 20:00:00,Đang xử lý,BKG00248,,CRT0009,EMP0142
INV00396,2024-10-31 19:00:00,172000,Chuyển khoản ngân hàng,2024-10-31 19:00:00,Đã thanh toán,BKG01022,,CRT0049,EMP0096
INV00397,2024-12-05 20:00:00,635000,Thẻ Visa/Master,2024-12-05 20:00:00,Đã thanh toán,BKG00428,DSC014,CRT0107,EMP0119
INV00398,2024-03-12 17:00:00,135000,MoMo,2024-03-12 17:00:00,Đã thanh toán,BKG00459,DSC013,CRT0026,EMP0048
INV00399,2024-05-31 18:00:00,626000,ZaloPay,2024-05-31 18:00:00,Đã thanh toán,BKG00636,DSC045,CRT0033,EMP0052
INV00400,2024-10-03 18:00:00,1559000,VNPay,2024-10-03 18:00:00,Đã thanh toán,BKG00773,,CRT0011,EMP0099
INV00401,2024-10-10 20:00:00,470000,Thẻ Visa/Master,2024-10-10 20:00:00,Đã thanh toán,BKG00005,,CRT0108,EMP0142
INV00402,2024-11-23 18:00:00,195000,Chuyển khoản ngân hàng,2024-11-23 18:00:00,Đã thanh toán,BKG00564,,CRT0072,EMP0109
INV00403,2024-09-16 11:00:00,566000,Tiền mặt,2024-09-16 11:00:00,Đã thanh toán,BKG00127,DSC013,CRT0062,EMP0063
INV00404,2024-09-28 18:00:00,253000,Chuyển khoản ngân hàng,2024-09-28 18:00:00,Đã thanh toán,BKG00878,,CRT0080,EMP0001
INV00405,2024-08-13 20:00:00,473000,Chuyển khoản ngân hàng,2024-08-13 20:00:00,Đã thanh toán,BKG00919,,CRT0045,EMP0131
INV00406,2024-12-24 20:00:00,1131000,VNPay,2024-12-24 20:00:00,Chưa thanh toán,BKG00489,,CRT0055,EMP0023
INV00407,2024-11-21 11:00:00,1122000,Thẻ Visa/Master,2024-11-21 11:00:00,Hủy,BKG00289,,CRT0088,EMP0002
INV00408,2024-06-03 21:00:00,588000,Tiền mặt,2024-06-03 21:00:00,Hủy,BKG00982,,CRT0027,EMP0145
INV00409,2024-11-28 08:00:00,607000,Chuyển khoản ngân hàng,2024-11-28 08:00:00,Đã thanh toán,BKG00513,DSC051,CRT0087,EMP0026
INV00410,2024-02-10 19:00:00,582000,Thẻ Visa/Master,2024-02-10 19:00:00,Đã thanh toán,BKG00438,,CRT0078,EMP0053
INV00411,2024-07-01 20:00:00,221000,Tiền mặt,2024-07-01 20:00:00,Đã thanh toán,BKG01116,,CRT0059,EMP0022
INV00412,2024-11-26 20:00:00,1128000,MoMo,2024-11-26 20:00:00,Đã thanh toán,BKG00589,,CRT0109,EMP0059
INV00413,2024-11-30 20:00:00,379000,MoMo,2024-11-30 20:00:00,Đã thanh toán,BKG01168,,CRT0021,EMP0137
INV00414,2024-05-25 07:00:00,1384000,MoMo,2024-05-25 07:00:00,Chưa thanh toán,BKG01047,,CRT0099,EMP0098
INV00415,2024-03-06 18:00:00,891000,Tiền mặt,2024-03-06 18:00:00,Đã thanh toán,BKG00029,,CRT0007,EMP0005
INV00416,2024-04-01 20:00:00,165000,VNPay,2024-04-01 20:00:00,Đã thanh toán,BKG00788,DSC032,CRT0070,EMP0040
INV00417,2024-06-18 19:00:00,736000,Tiền mặt,2024-06-18 19:00:00,Đã thanh toán,BKG00550,DSC057,CRT0096,EMP0080
INV00418,2024-02-16 19:00:00,1230000,Thẻ Visa/Master,2024-02-16 19:00:00,Chưa thanh toán,BKG00441,,CRT0076,EMP0100
INV00419,2024-11-15 20:00:00,677000,Chuyển khoản ngân hàng,2024-11-15 20:00:00,Đã thanh toán,BKG00055,,CRT0090,EMP0029
INV00420,2024-04-17 08:00:00,1027000,MoMo,2024-04-17 08:00:00,Đã thanh toán,BKG01228,,CRT0075,EMP0121
INV00421,2024-10-16 15:00:00,624000,MoMo,2024-10-16 15:00:00,Hủy,BKG00571,DSC046,CRT0102,EMP0032
INV00422,2024-10-31 18:00:00,466000,ZaloPay,2024-10-31 18:00:00,Đã thanh toán,BKG01330,,CRT0108,EMP0047
INV00423,2024-07-11 17:00:00,1185000,Thẻ Visa/Master,2024-07-11 17:00:00,Đã thanh toán,BKG00973,DSC034,CRT0106,EMP0106
INV00424,2024-01-10 20:00:00,657000,Tiền mặt,2024-01-10 20:00:00,Đã thanh toán,BKG00604,,CRT0037,EMP0145
INV00425,2024-07-17 15:00:00,1024000,Thẻ Visa/Master,2024-07-17 15:00:00,Đã thanh toán,BKG00712,,CRT0011,EMP0059
INV00426,2024-09-06 19:00:00,554000,Thẻ Visa/Master,2024-09-06 19:00:00,Đã thanh toán,BKG00818,,CRT0040,EMP0129
INV00427,2024-11-27 19:00:00,705000,MoMo,2024-11-27 19:00:00,Đã thanh toán,BKG00581,,CRT0040,EMP0001
INV00428,2024-04-17 19:00:00,449000,Chuyển khoản ngân hàng,2024-04-17 19:00:00,Đã thanh toán,BKG01140,,CRT0026,EMP0037
INV00429,2024-10-28 18:00:00,400000,Chuyển khoản ngân hàng,2024-10-28 18:00:00,Đã thanh toán,BKG00723,,CRT0110,EMP0044
INV00430,2024-07-31 17:00:00,445000,VNPay,2024-07-31 17:00:00,Đang xử lý,BKG00906,DSC024,CRT0082,EMP0139
INV00431,2024-07-29 19:00:00,139000,Chuyển khoản ngân hàng,2024-07-29 19:00:00,Đã thanh toán,BKG01245,DSC053,CRT0048,EMP0079
INV00432,2024-08-15 17:00:00,463000,Tiền mặt,2024-08-15 17:00:00,Đã thanh toán,BKG00909,,CRT0048,EMP0129
INV00433,2024-03-17 19:00:00,356000,Tiền mặt,2024-03-17 19:00:00,Đã thanh toán,BKG00446,DSC003,CRT0100,EMP0032
INV00434,2024-12-02 18:00:00,250000,MoMo,2024-12-02 18:00:00,Đã thanh toán,BKG01344,DSC033,CRT0021,EMP0057
INV00435,2024-10-05 19:00:00,584000,Thẻ Visa/Master,2024-10-05 19:00:00,Đã thanh toán,BKG00754,,CRT0016,EMP0085
INV00436,2024-07-16 07:00:00,407000,MoMo,2024-07-16 07:00:00,Đã thanh toán,BKG00170,,CRT0102,EMP0068
INV00437,2024-03-17 20:00:00,507000,Tiền mặt,2024-03-17 20:00:00,Chưa thanh toán,BKG00065,,CRT0047,EMP0017
INV00438,2024-07-04 19:00:00,641000,Chuyển khoản ngân hàng,2024-07-04 19:00:00,Hủy,BKG01164,,CRT0080,EMP0041
INV00439,2024-05-14 19:00:00,930000,Tiền mặt,2024-05-14 19:00:00,Đã thanh toán,BKG00348,,CRT0020,EMP0150
INV00440,2024-04-16 19:00:00,643000,Tiền mặt,2024-04-16 19:00:00,Chưa thanh toán,BKG01130,DSC021,CRT0046,EMP0083
INV00441,2024-11-19 21:00:00,1524000,Tiền mặt,2024-11-19 21:00:00,Chưa thanh toán,BKG00603,,CRT0065,EMP0148
INV00442,2024-08-19 14:00:00,1324000,Thẻ Visa/Master,2024-08-19 14:00:00,Đã thanh toán,BKG00227,,CRT0077,EMP0062
INV00443,2024-07-05 21:00:00,524000,Chuyển khoản ngân hàng,2024-07-05 21:00:00,Chưa thanh toán,BKG00509,,CRT0047,EMP0110
INV00444,2024-09-01 16:00:00,222000,Chuyển khoản ngân hàng,2024-09-01 16:00:00,Đã thanh toán,BKG00442,,CRT0027,EMP0091
INV00445,2024-08-17 17:00:00,977000,Tiền mặt,2024-08-17 17:00:00,Hủy,BKG00730,,CRT0107,EMP0031
INV00446,2024-05-04 19:00:00,757000,Thẻ Visa/Master,2024-05-04 19:00:00,Đã thanh toán,BKG00805,,CRT0053,EMP0122
INV00447,2024-02-07 20:00:00,348000,Tiền mặt,2024-02-07 20:00:00,Đã thanh toán,BKG00553,DSC019,CRT0072,EMP0055
INV00448,2024-01-10 06:00:00,1184000,Tiền mặt,2024-01-10 06:00:00,Đã thanh toán,BKG00848,,CRT0032,EMP0131
INV00449,2024-04-13 19:00:00,352000,VNPay,2024-04-13 19:00:00,Đã thanh toán,BKG00932,DSC033,CRT0015,EMP0018
INV00450,2024-08-27 15:00:00,384000,Tiền mặt,2024-08-27 15:00:00,Đã thanh toán,BKG01089,,CRT0071,EMP0121
INV00451,2024-11-03 16:00:00,262000,ZaloPay,2024-11-03 16:00:00,Đã thanh toán,BKG00800,,CRT0016,EMP0063
INV00452,2024-11-19 21:00:00,1294000,MoMo,2024-11-19 21:00:00,Đã thanh toán,BKG00603,,CRT0001,EMP0136
INV00453,2024-06-22 10:00:00,396000,Tiền mặt,2024-06-22 10:00:00,Chưa thanh toán,BKG00924,DSC006,CRT0108,EMP0145
INV00454,2024-05-28 18:00:00,883000,Tiền mặt,2024-05-28 18:00:00,Đã thanh toán,BKG00912,,CRT0044,EMP0110
INV00455,2024-07-27 19:00:00,840000,Chuyển khoản ngân hàng,2024-07-27 19:00:00,Đang xử lý,BKG00548,,CRT0034,EMP0045
INV00456,2024-10-12 16:00:00,778000,Chuyển khoản ngân hàng,2024-10-12 16:00:00,Đã thanh toán,BKG01394,DSC021,CRT0030,EMP0067
INV00457,2024-12-10 16:00:00,767000,MoMo,2024-12-10 16:00:00,Chưa thanh toán,BKG01290,,CRT0102,EMP0014
INV00458,2024-12-04 20:00:00,121000,ShopeePay,2024-12-04 20:00:00,Hủy,BKG00233,DSC002,CRT0071,EMP0090
INV00459,2024-05-19 17:00:00,1154000,Thẻ Visa/Master,2024-05-19 17:00:00,Chưa thanh toán,BKG00391,,CRT0010,EMP0032
INV00460,2024-02-14 17:00:00,534000,ZaloPay,2024-02-14 17:00:00,Đã thanh toán,BKG00722,,CRT0017,EMP0015
INV00461,2024-01-10 11:00:00,1100000,Chuyển khoản ngân hàng,2024-01-10 11:00:00,Đã thanh toán,BKG01128,,CRT0055,EMP0056
INV00462,2024-07-18 20:00:00,1121000,Tiền mặt,2024-07-18 20:00:00,Hủy,BKG01000,,CRT0099,EMP0016
INV00463,2024-04-10 06:00:00,768000,MoMo,2024-04-10 06:00:00,Đã thanh toán,BKG00787,,CRT0002,EMP0108
INV00464,2024-04-28 19:00:00,316000,Tiền mặt,2024-04-28 19:00:00,Chưa thanh toán,BKG00594,,CRT0046,EMP0006
INV00465,2024-05-16 21:00:00,295000,Tiền mặt,2024-05-16 21:00:00,Đã thanh toán,BKG00200,DSC040,CRT0038,EMP0145
INV00466,2024-05-17 18:00:00,593000,Chuyển khoản ngân hàng,2024-05-17 18:00:00,Đã thanh toán,BKG00393,DSC010,CRT0029,EMP0092
INV00467,2024-03-27 18:00:00,453000,Tiền mặt,2024-03-27 18:00:00,Hủy,BKG00321,DSC016,CRT0038,EMP0027
INV00468,2024-04-24 11:00:00,306000,Chuyển khoản ngân hàng,2024-04-24 11:00:00,Đã thanh toán,BKG00284,DSC053,CRT0094,EMP0045
INV00469,2024-11-25 18:00:00,645000,Thẻ Visa/Master,2024-11-25 18:00:00,Đã thanh toán,BKG00967,,CRT0069,EMP0129
INV00470,2024-09-27 18:00:00,1095000,VNPay,2024-09-27 18:00:00,Đang xử lý,BKG01119,,CRT0053,EMP0069
INV00471,2024-09-25 14:00:00,680000,Chuyển khoản ngân hàng,2024-09-25 14:00:00,Đang xử lý,BKG00666,,CRT0052,EMP0056
INV00472,2024-02-20 17:00:00,438000,Chuyển khoản ngân hàng,2024-02-20 17:00:00,Đã thanh toán,BKG00166,,CRT0048,EMP0047
INV00473,2024-09-02 21:00:00,623000,MoMo,2024-09-02 21:00:00,Đang xử lý,BKG01295,,CRT0077,EMP0066
INV00474,2024-03-09 20:00:00,622000,Chuyển khoản ngân hàng,2024-03-09 20:00:00,Đã thanh toán,BKG01264,,CRT0001,EMP0129
INV00475,2024-09-02 21:00:00,716000,MoMo,2024-09-02 21:00:00,Đã thanh toán,BKG00538,DSC052,CRT0077,EMP0122
INV00476,2024-02-22 17:00:00,867000,Tiền mặt,2024-02-22 17:00:00,Đang xử lý,BKG00235,DSC022,CRT0101,EMP0039
INV00477,2024-04-17 19:00:00,410000,Chuyển khoản ngân hàng,2024-04-17 19:00:00,Chưa thanh toán,BKG01140,,CRT0002,EMP0018
INV00478,2024-03-17 20:00:00,1603000,Tiền mặt,2024-03-17 20:00:00,Đã thanh toán,BKG00065,,CRT0010,EMP0057
INV00479,2024-08-12 19:00:00,263000,Thẻ Visa/Master,2024-08-12 19:00:00,Đã thanh toán,BKG00969,DSC030,CRT0008,EMP0065
INV00480,2024-11-14 19:00:00,736000,Thẻ Visa/Master,2024-11-14 19:00:00,Đã thanh toán,BKG00523,,CRT0110,EMP0121
INV00481,2024-07-04 18:00:00,364000,MoMo,2024-07-04 18:00:00,Đã thanh toán,BKG00275,,CRT0106,EMP0023
INV00482,2024-04-03 17:00:00,1281000,MoMo,2024-04-03 17:00:00,Đã thanh toán,BKG00016,,CRT0035,EMP0135
INV00483,2024-02-14 20:00:00,298000,Chuyển khoản ngân hàng,2024-02-14 20:00:00,Đã thanh toán,BKG01311,DSC006,CRT0017,EMP0003
INV00484,2024-10-18 18:00:00,384000,Thẻ Visa/Master,2024-10-18 18:00:00,Hủy,BKG00001,,CRT0069,EMP0108
INV00485,2024-02-16 19:00:00,643000,Tiền mặt,2024-02-16 19:00:00,Đã thanh toán,BKG00612,DSC058,CRT0101,EMP0084
INV00486,2024-06-23 17:00:00,1040000,Thẻ Visa/Master,2024-06-23 17:00:00,Đã thanh toán,BKG00880,DSC054,CRT0075,EMP0138
INV00487,2024-12-07 19:00:00,678000,Tiền mặt,2024-12-07 19:00:00,Đã thanh toán,BKG01144,,CRT0093,EMP0019
INV00488,2024-11-30 17:00:00,661000,Tiền mặt,2024-11-30 17:00:00,Đã thanh toán,BKG01211,DSC031,CRT0078,EMP0044
INV00489,2024-01-31 17:00:00,650000,Thẻ Visa/Master,2024-01-31 17:00:00,Hủy,BKG00654,,CRT0104,EMP0149
INV00490,2024-10-20 17:00:00,418000,Thẻ Visa/Master,2024-10-20 17:00:00,Đã thanh toán,BKG00450,DSC023,CRT0043,EMP0011
INV00491,2024-11-04 18:00:00,1164000,ZaloPay,2024-11-04 18:00:00,Đã thanh toán,BKG01361,,CRT0064,EMP0059
INV00492,2024-01-24 20:00:00,1346000,VNPay,2024-01-24 20:00:00,Đã thanh toán,BKG01204,,CRT0099,EMP0021
INV00493,2024-10-01 20:00:00,750000,MoMo,2024-10-01 20:00:00,Đã thanh toán,BKG00214,,CRT0065,EMP0097
INV00494,2024-08-10 19:00:00,732000,Chuyển khoản ngân hàng,2024-08-10 19:00:00,Đã thanh toán,BKG01397,,CRT0042,EMP0119
INV00495,2024-08-25 19:00:00,697000,VNPay,2024-08-25 19:00:00,Đã thanh toán,BKG00093,,CRT0019,EMP0105
INV00496,2024-06-30 19:00:00,1244000,Chuyển khoản ngân hàng,2024-06-30 19:00:00,Hủy,BKG00980,DSC018,CRT0032,EMP0125
INV00497,2024-04-03 17:00:00,419000,ZaloPay,2024-04-03 17:00:00,Đã thanh toán,BKG00016,DSC049,CRT0071,EMP0008
INV00498,2024-11-25 18:00:00,331000,ZaloPay,2024-11-25 18:00:00,Đang xử lý,BKG00739,,CRT0015,EMP0112
INV00499,2024-04-08 07:00:00,732000,Tiền mặt,2024-04-08 07:00:00,Đã thanh toán,BKG00369,DSC041,CRT0050,EMP0044
INV00500,2024-08-26 08:00:00,849000,MoMo,2024-08-26 08:00:00,Đã thanh toán,BKG01073,DSC026,CRT0008,EMP0101
INV00501,2024-07-10 07:00:00,655000,Chuyển khoản ngân hàng,2024-07-10 07:00:00,Đã thanh toán,BKG00007,,CRT0084,EMP0148
INV00502,2024-09-15 17:00:00,669000,Tiền mặt,2024-09-15 17:00:00,Đã thanh toán,BKG00680,,CRT0065,EMP0020
INV00503,2024-12-31 18:00:00,197000,Tiền mặt,2024-12-31 18:00:00,Đã thanh toán,BKG01375,DSC003,CRT0105,EMP0084
INV00504,2024-09-30 16:00:00,603000,MoMo,2024-09-30 16:00:00,Đã thanh toán,BKG00431,DSC017,CRT0089,EMP0107
INV00505,2024-02-16 19:00:00,449000,VNPay,2024-02-16 19:00:00,Đã thanh toán,BKG00345,,CRT0004,EMP0025
INV00506,2024-11-12 17:00:00,403000,MoMo,2024-11-12 17:00:00,Chưa thanh toán,BKG00829,,CRT0028,EMP0074
INV00507,2024-10-28 18:00:00,269000,Tiền mặt,2024-10-28 18:00:00,Chưa thanh toán,BKG00196,DSC029,CRT0008,EMP0113
INV00508,2024-01-09 18:00:00,210000,Tiền mặt,2024-01-09 18:00:00,Chưa thanh toán,BKG00545,,CRT0017,EMP0102
INV00509,2024-06-15 20:00:00,574000,Chuyển khoản ngân hàng,2024-06-15 20:00:00,Đã thanh toán,BKG00044,,CRT0087,EMP0002
INV00510,2024-06-29 17:00:00,392000,ZaloPay,2024-06-29 17:00:00,Đã thanh toán,BKG00270,DSC032,CRT0072,EMP0113
INV00511,2024-11-21 11:00:00,897000,Thẻ Visa/Master,2024-11-21 11:00:00,Đã thanh toán,BKG00289,DSC002,CRT0020,EMP0119
INV00512,2024-11-08 18:00:00,442000,VNPay,2024-11-08 18:00:00,Hủy,BKG00299,,CRT0049,EMP0058
INV00513,2024-01-24 09:00:00,535000,Chuyển khoản ngân hàng,2024-01-24 09:00:00,Đã thanh toán,BKG00572,,CRT0041,EMP0084
INV00514,2024-04-09 10:00:00,673000,MoMo,2024-04-09 10:00:00,Đã thanh toán,BKG00074,,CRT0068,EMP0075
INV00515,2024-01-29 19:00:00,870000,ZaloPay,2024-01-29 19:00:00,Đã thanh toán,BKG00797,,CRT0009,EMP0029
INV00516,2024-05-17 19:00:00,1116000,Chuyển khoản ngân hàng,2024-05-17 19:00:00,Đã thanh toán,BKG00293,,CRT0009,EMP0124
INV00517,2024-03-16 19:00:00,512000,Chuyển khoản ngân hàng,2024-03-16 19:00:00,Đã thanh toán,BKG00252,,CRT0054,EMP0122
INV00518,2024-10-21 16:00:00,495000,Chuyển khoản ngân hàng,2024-10-21 16:00:00,Hủy,BKG00288,,CRT0004,EMP0067
INV00519,2024-05-19 20:00:00,550000,Thẻ Visa/Master,2024-05-19 20:00:00,Chưa thanh toán,BKG00948,,CRT0032,EMP0105
INV00520,2024-12-05 20:00:00,220000,VNPay,2024-12-05 20:00:00,Đã thanh toán,BKG00428,DSC003,CRT0071,EMP0099
INV00521,2024-09-29 20:00:00,416000,MoMo,2024-09-29 20:00:00,Chưa thanh toán,BKG00295,DSC022,CRT0083,EMP0062
INV00522,2024-04-03 17:00:00,671000,Thẻ Visa/Master,2024-04-03 17:00:00,Đã thanh toán,BKG00016,,CRT0072,EMP0073
INV00523,2024-07-10 07:00:00,337000,VNPay,2024-07-10 07:00:00,Hủy,BKG00007,DSC005,CRT0055,EMP0017
INV00524,2024-05-11 20:00:00,675000,Thẻ Visa/Master,2024-05-11 20:00:00,Chưa thanh toán,BKG01173,DSC025,CRT0096,EMP0147
INV00525,2024-04-20 09:00:00,884000,MoMo,2024-04-20 09:00:00,Đã thanh toán,BKG01110,,CRT0042,EMP0005
INV00526,2024-05-10 14:00:00,364000,Chuyển khoản ngân hàng,2024-05-10 14:00:00,Đã thanh toán,BKG01373,,CRT0071,EMP0059
INV00527,2024-05-09 19:00:00,328000,Tiền mặt,2024-05-09 19:00:00,Đã thanh toán,BKG00951,DSC005,CRT0097,EMP0100
INV00528,2024-05-16 21:00:00,708000,MoMo,2024-05-16 21:00:00,Đã thanh toán,BKG00200,DSC020,CRT0068,EMP0040
INV00529,2024-02-20 17:00:00,738000,Chuyển khoản ngân hàng,2024-02-20 17:00:00,Đã thanh toán,BKG00166,DSC052,CRT0084,EMP0099
INV00530,2024-01-09 17:00:00,624000,MoMo,2024-01-09 17:00:00,Đã thanh toán,BKG00080,,CRT0031,EMP0092
INV00531,2024-04-17 11:00:00,330000,VNPay,2024-04-17 11:00:00,Hủy,BKG00945,DSC048,CRT0060,EMP0027
INV00532,2024-07-04 20:00:00,1289000,MoMo,2024-07-04 20:00:00,Đã thanh toán,BKG00045,DSC031,CRT0076,EMP0070
INV00533,2024-07-24 15:00:00,817000,Thẻ Visa/Master,2024-07-24 15:00:00,Đã thanh toán,BKG00013,,CRT0064,EMP0061
INV00534,2024-11-14 19:00:00,1373000,Tiền mặt,2024-11-14 19:00:00,Đã thanh toán,BKG00048,,CRT0076,EMP0040
INV00535,2024-08-14 22:00:00,362000,Thẻ Visa/Master,2024-08-14 22:00:00,Đã thanh toán,BKG00277,,CRT0048,EMP0033
INV00536,2024-01-21 18:00:00,1329000,MoMo,2024-01-21 18:00:00,Đã thanh toán,BKG00347,DSC016,CRT0044,EMP0081
INV00537,2024-06-22 20:00:00,764000,Tiền mặt,2024-06-22 20:00:00,Đã thanh toán,BKG01082,DSC013,CRT0056,EMP0026
INV00538,2024-09-21 19:00:00,879000,Chuyển khoản ngân hàng,2024-09-21 19:00:00,Hủy,BKG01288,DSC042,CRT0030,EMP0108
INV00539,2024-11-23 17:00:00,268000,MoMo,2024-11-23 17:00:00,Đã thanh toán,BKG00962,,CRT0089,EMP0055
INV00540,2024-11-15 22:00:00,478000,Tiền mặt,2024-11-15 22:00:00,Đã thanh toán,BKG00759,,CRT0081,EMP0027
INV00541,2024-03-07 19:00:00,378000,Chuyển khoản ngân hàng,2024-03-07 19:00:00,Đã thanh toán,BKG01058,DSC047,CRT0004,EMP0057
INV00542,2024-05-28 08:00:00,849000,Thẻ Visa/Master,2024-05-28 08:00:00,Đã thanh toán,BKG00424,DSC034,CRT0077,EMP0144
INV00543,2024-10-29 06:00:00,249000,ZaloPay,2024-10-29 06:00:00,Đã thanh toán,BKG00866,,CRT0003,EMP0144
INV00544,2024-10-17 09:00:00,714000,Tiền mặt,2024-10-17 09:00:00,Đã thanh toán,BKG01155,,CRT0085,EMP0061
INV00545,2024-09-06 19:00:00,763000,Chuyển khoản ngân hàng,2024-09-06 19:00:00,Đã thanh toán,BKG00418,,CRT0041,EMP0139
INV00546,2024-07-05 21:00:00,446000,Chuyển khoản ngân hàng,2024-07-05 21:00:00,Đã thanh toán,BKG00509,,CRT0048,EMP0116
INV00547,2024-09-20 17:00:00,318000,Chuyển khoản ngân hàng,2024-09-20 17:00:00,Đã thanh toán,BKG00996,,CRT0105,EMP0146
INV00548,2024-05-04 07:00:00,281000,Thẻ Visa/Master,2024-05-04 07:00:00,Hủy,BKG00106,DSC011,CRT0036,EMP0136
INV00549,2024-09-16 17:00:00,445000,MoMo,2024-09-16 17:00:00,Đã thanh toán,BKG01298,DSC045,CRT0049,EMP0121
INV00550,2024-04-13 17:00:00,601000,VNPay,2024-04-13 17:00:00,Đã thanh toán,BKG00060,,CRT0019,EMP0038
INV00551,2024-03-10 08:00:00,451000,Tiền mặt,2024-03-10 08:00:00,Đã thanh toán,BKG00314,,CRT0082,EMP0100
INV00552,2024-02-18 18:00:00,572000,Thẻ Visa/Master,2024-02-18 18:00:00,Đã thanh toán,BKG01108,,CRT0071,EMP0028
INV00553,2024-12-09 19:00:00,297000,Chuyển khoản ngân hàng,2024-12-09 19:00:00,Đã thanh toán,BKG00688,,CRT0080,EMP0028
INV00554,2024-01-07 20:00:00,685000,Chuyển khoản ngân hàng,2024-01-07 20:00:00,Đã thanh toán,BKG00560,DSC055,CRT0100,EMP0062
INV00555,2024-02-14 20:00:00,532000,VNPay,2024-02-14 20:00:00,Đã thanh toán,BKG00863,,CRT0073,EMP0067
INV00556,2024-07-19 20:00:00,476000,Tiền mặt,2024-07-19 20:00:00,Đã thanh toán,BKG00706,,CRT0057,EMP0097
INV00557,2024-05-14 20:00:00,629000,Chuyển khoản ngân hàng,2024-05-14 20:00:00,Đã thanh toán,BKG00836,DSC028,CRT0012,EMP0150
INV00558,2024-04-18 20:00:00,900000,Chuyển khoản ngân hàng,2024-04-18 20:00:00,Đã thanh toán,BKG00121,,CRT0089,EMP0124
INV00559,2024-05-16 18:00:00,225000,VNPay,2024-05-16 18:00:00,Đã thanh toán,BKG00089,,CRT0015,EMP0055
INV00560,2024-10-12 20:00:00,826000,Chuyển khoản ngân hàng,2024-10-12 20:00:00,Đã thanh toán,BKG01312,DSC059,CRT0108,EMP0046
INV00561,2024-06-18 17:00:00,122000,Chuyển khoản ngân hàng,2024-06-18 17:00:00,Đã thanh toán,BKG01203,,CRT0103,EMP0005
INV00562,2024-06-02 08:00:00,530000,MoMo,2024-06-02 08:00:00,Đã thanh toán,BKG00556,,CRT0066,EMP0017
INV00563,2024-06-15 18:00:00,509000,Chuyển khoản ngân hàng,2024-06-15 18:00:00,Đã thanh toán,BKG01092,,CRT0064,EMP0034
INV00564,2024-03-19 17:00:00,494000,Tiền mặt,2024-03-19 17:00:00,Đã thanh toán,BKG00886,,CRT0028,EMP0130
INV00565,2024-08-17 08:00:00,500000,Tiền mặt,2024-08-17 08:00:00,Đã thanh toán,BKG01190,,CRT0061,EMP0009
INV00566,2024-04-22 20:00:00,309000,Tiền mặt,2024-04-22 20:00:00,Đã thanh toán,BKG00953,,CRT0036,EMP0002
INV00567,2024-08-22 19:00:00,1018000,Tiền mặt,2024-08-22 19:00:00,Đang xử lý,BKG01161,DSC022,CRT0088,EMP0052
INV00568,2024-05-28 08:00:00,543000,Tiền mặt,2024-05-28 08:00:00,Đã thanh toán,BKG00424,,CRT0105,EMP0121
INV00569,2024-07-04 18:00:00,491000,Chuyển khoản ngân hàng,2024-07-04 18:00:00,Đã thanh toán,BKG00275,,CRT0063,EMP0129
INV00570,2024-06-24 19:00:00,580000,Tiền mặt,2024-06-24 19:00:00,Đã thanh toán,BKG01038,DSC010,CRT0031,EMP0032
INV00571,2024-09-15 17:00:00,764000,Tiền mặt,2024-09-15 17:00:00,Đã thanh toán,BKG00680,DSC014,CRT0067,EMP0114
